speed_kmh,vehicle_mileage_kmpl,acceleration_mps2,braking_mps2,distance_km,traffic_level_heavy,traffic_level_low,traffic_level_moderate,ac_usage_high,ac_usage_low,ac_usage_moderate,vehicle_load_heavy,vehicle_load_light,vehicle_load_normal,road_type_city,road_type_highway,road_type_mixed
116.66,16.64,3.13,3.45,137.64,0,0,1,1,0,0,1,0,0,1,0,0
106.82,13.61,0.43,0.5,87.35,0,0,1,0,0,1,0,0,1,1,0,0
29.96,21.77,1.26,3.47,161.81,0,1,0,0,1,0,1,0,0,1,0,0
67.08,17.49,2.15,2.66,69.43,0,1,0,1,0,0,1,0,0,0,1,0
80.14,16.53,2.36,0.95,11.27,0,1,0,1,0,0,1,0,0,0,1,0
76.56,20.08,0.42,1.29,188.63,0,0,1,0,0,1,0,1,0,1,0,0
26.62,16.01,3.65,2.27,216.78,0,1,0,1,0,0,0,0,1,1,0,0
66.92,19.06,2.93,2.37,258.97,0,0,1,0,1,0,1,0,0,0,1,0
112.02,15.64,0.72,3.84,15.43,1,0,0,1,0,0,1,0,0,1,0,0
93.51,21.62,0.48,0.16,87.34,0,0,1,0,1,0,0,1,0,0,0,1
45.58,13.87,3.93,3.56,210.0,0,1,0,0,1,0,0,0,1,0,1,0
68.32,15.85,0.95,2.29,174.57,1,0,0,0,0,1,0,1,0,0,0,1
91.21,16.01,2.88,3.96,217.91,1,0,0,0,0,1,0,1,0,1,0,0
97.62,13.94,1.4,3.83,195.41,0,1,0,0,1,0,0,1,0,0,1,0
32.68,14.65,1.68,0.45,23.75,0,0,1,0,0,1,1,0,0,0,0,1
70.1,19.96,1.55,1.02,173.23,0,1,0,0,1,0,0,0,1,1,0,0
63.47,12.37,3.23,3.25,56.84,0,1,0,1,0,0,1,0,0,0,1,0
98.09,17.11,2.03,2.33,106.5,0,1,0,0,0,1,1,0,0,0,1,0
46.73,16.85,2.99,3.96,191.73,0,1,0,0,0,1,0,1,0,0,1,0
48.96,14.5,3.51,2.83,297.02,0,0,1,1,0,0,0,1,0,1,0,0
32.82,14.53,0.74,2.56,40.39,1,0,0,0,1,0,0,1,0,0,0,1
89.65,21.49,2.16,2.35,219.35,0,0,1,1,0,0,0,1,0,1,0,0
89.51,14.24,0.88,3.5,134.9,0,1,0,0,1,0,0,1,0,1,0,0
64.55,16.52,3.87,2.69,232.15,0,1,0,0,1,0,0,1,0,0,1,0
33.77,16.53,2.28,0.01,278.15,0,1,0,0,1,0,0,1,0,0,1,0
87.82,16.84,0.43,0.06,48.39,1,0,0,0,1,0,1,0,0,1,0,0
70.24,18.39,2.44,1.6,100.56,1,0,0,0,1,0,0,0,1,1,0,0
76.16,19.44,0.24,2.04,191.05,0,0,1,0,1,0,0,0,1,1,0,0
81.43,12.41,3.64,3.66,183.61,0,0,1,0,0,1,0,0,1,1,0,0
93.74,18.49,3.01,3.48,212.34,1,0,0,0,1,0,0,0,1,1,0,0
116.68,12.28,1.54,1.41,163.64,1,0,0,0,0,1,1,0,0,0,0,1
99.44,12.68,1.92,1.9,7.84,1,0,0,0,0,1,0,1,0,1,0,0
40.21,12.37,0.37,2.02,240.71,1,0,0,0,1,0,0,1,0,1,0,0
75.99,14.96,0.71,2.47,27.4,0,1,0,0,1,0,1,0,0,0,0,1
37.18,17.19,3.44,1.64,51.33,0,1,0,0,1,0,1,0,0,1,0,0
31.26,12.0,3.0,0.95,156.42,1,0,0,0,0,1,0,1,0,1,0,0
67.57,13.12,3.93,3.42,163.33,0,1,0,1,0,0,1,0,0,0,1,0
47.16,21.59,2.25,2.05,233.85,1,0,0,0,1,0,0,1,0,0,0,1
25.92,14.85,3.07,2.61,73.5,1,0,0,1,0,0,0,1,0,0,1,0
57.69,18.47,1.81,0.52,54.84,0,1,0,0,0,1,0,1,0,0,1,0
48.99,15.97,2.41,0.24,252.76,0,1,0,0,0,1,1,0,0,1,0,0
90.82,19.28,3.05,1.99,261.8,0,1,0,1,0,0,0,0,1,1,0,0
23.99,14.89,3.47,3.69,100.04,0,1,0,0,0,1,0,0,1,1,0,0
68.33,15.57,0.96,2.63,259.84,1,0,0,0,0,1,0,1,0,1,0,0
36.65,16.73,2.11,3.47,135.87,1,0,0,0,1,0,0,0,1,0,1,0
22.03,12.46,3.31,2.42,120.73,1,0,0,1,0,0,1,0,0,0,1,0
67.65,16.14,0.17,1.28,13.28,1,0,0,0,1,0,0,0,1,0,1,0
49.54,16.83,3.68,0.34,250.24,1,0,0,0,1,0,0,0,1,1,0,0
49.42,12.17,1.62,0.97,200.87,0,0,1,0,0,1,1,0,0,0,0,1
84.33,18.97,0.44,3.8,238.77,0,1,0,0,0,1,0,1,0,1,0,0
90.81,12.92,2.61,1.87,243.66,0,0,1,1,0,0,0,0,1,0,1,0
31.4,13.18,0.43,0.79,63.93,0,0,1,1,0,0,0,1,0,1,0,0
82.55,12.24,0.47,3.39,240.87,0,0,1,0,0,1,0,1,0,1,0,0
24.81,17.51,0.82,3.56,61.2,0,0,1,0,1,0,1,0,0,0,0,1
23.19,19.37,0.16,3.58,129.42,1,0,0,0,1,0,0,0,1,0,1,0
32.5,20.54,0.94,1.01,224.44,1,0,0,0,1,0,0,1,0,0,1,0
46.71,21.8,3.45,3.11,120.17,1,0,0,1,0,0,1,0,0,1,0,0
53.35,14.43,3.19,3.86,12.67,0,0,1,0,1,0,1,0,0,1,0,0
116.8,17.82,1.38,2.99,93.92,0,0,1,0,0,1,1,0,0,0,1,0
72.63,17.89,2.38,0.94,168.15,1,0,0,0,1,0,1,0,0,0,1,0
75.25,14.68,2.31,0.93,115.57,0,1,0,0,0,1,1,0,0,0,1,0
76.82,15.41,2.79,2.26,141.59,0,1,0,0,1,0,0,1,0,0,0,1
118.05,17.72,3.0,1.01,61.65,0,0,1,0,0,1,1,0,0,0,1,0
119.81,17.61,1.91,1.51,287.22,0,0,1,1,0,0,0,0,1,0,0,1
40.01,17.4,1.61,2.5,138.7,1,0,0,0,1,0,0,1,0,0,0,1
97.44,20.47,2.11,3.64,42.99,0,0,1,1,0,0,1,0,0,0,0,1
23.13,13.79,0.43,0.77,14.39,1,0,0,0,0,1,1,0,0,1,0,0
46.29,19.63,3.13,1.71,12.5,1,0,0,0,1,0,0,1,0,0,1,0
28.25,16.61,2.63,2.85,134.13,0,0,1,0,0,1,0,1,0,0,1,0
105.73,12.57,3.24,1.62,99.28,0,1,0,1,0,0,0,1,0,0,0,1
63.62,17.5,0.44,2.51,148.15,1,0,0,1,0,0,0,1,0,0,0,1
40.17,18.59,2.73,1.65,173.19,0,0,1,0,1,0,1,0,0,0,1,0
91.63,20.27,1.11,0.77,204.17,0,0,1,0,1,0,1,0,0,0,1,0
62.9,16.29,1.91,0.02,162.47,1,0,0,0,0,1,0,1,0,1,0,0
95.5,21.39,0.8,2.04,152.52,0,1,0,0,1,0,0,1,0,0,0,1
36.97,16.55,1.18,0.27,175.07,0,0,1,0,1,0,0,1,0,0,1,0
47.15,19.1,0.35,3.51,114.62,0,0,1,0,1,0,1,0,0,1,0,0
53.84,18.86,3.88,3.04,22.72,0,0,1,1,0,0,0,1,0,0,0,1
90.91,18.84,2.4,0.63,153.37,1,0,0,0,0,1,0,0,1,0,0,1
77.27,16.91,1.43,3.14,98.77,0,1,0,0,1,0,1,0,0,0,1,0
41.03,18.26,1.68,3.56,191.9,0,0,1,0,1,0,0,1,0,1,0,0
118.23,21.41,3.08,2.82,208.62,0,0,1,0,0,1,0,0,1,1,0,0
56.51,19.52,1.6,1.8,173.57,1,0,0,1,0,0,0,1,0,0,1,0
59.63,21.28,0.86,1.72,74.36,0,1,0,1,0,0,0,1,0,1,0,0
97.58,21.36,1.46,0.67,40.08,1,0,0,1,0,0,0,0,1,1,0,0
36.13,16.36,2.9,1.88,134.24,1,0,0,0,1,0,1,0,0,0,0,1
77.57,21.4,1.59,3.38,58.61,0,1,0,0,1,0,0,0,1,1,0,0
27.75,15.5,1.78,2.04,74.91,0,0,1,1,0,0,0,0,1,0,0,1
45.74,14.59,2.71,3.43,109.23,1,0,0,0,1,0,1,0,0,0,1,0
102.39,20.77,3.56,1.31,214.44,0,0,1,1,0,0,0,1,0,0,0,1
115.2,17.93,3.79,3.12,120.07,1,0,0,0,0,1,0,1,0,1,0,0
31.19,17.4,0.15,0.42,174.62,0,1,0,0,0,1,1,0,0,0,0,1
66.87,16.39,1.22,1.61,85.31,1,0,0,0,0,1,0,0,1,0,1,0
104.62,12.87,2.48,2.26,55.87,1,0,0,0,1,0,0,1,0,0,1,0
99.23,19.43,4.0,0.44,54.32,0,1,0,0,0,1,0,1,0,1,0,0
92.34,17.39,3.53,2.3,76.68,0,0,1,0,0,1,0,1,0,0,1,0
21.67,14.22,2.93,1.42,182.28,0,1,0,1,0,0,1,0,0,0,0,1
107.12,15.86,2.75,2.78,277.42,1,0,0,1,0,0,1,0,0,0,0,1
68.83,19.48,1.54,0.74,27.02,1,0,0,1,0,0,1,0,0,0,0,1
27.69,12.13,3.96,1.39,239.63,1,0,0,0,1,0,0,1,0,1,0,0
71.05,15.61,3.89,0.47,148.56,0,0,1,1,0,0,0,1,0,0,0,1
30.5,15.79,3.7,0.7,219.86,0,0,1,1,0,0,0,0,1,0,1,0
44.05,20.32,3.16,0.94,187.45,0,0,1,0,1,0,0,0,1,0,0,1
42.55,15.55,1.7,3.01,230.04,1,0,0,1,0,0,0,0,1,1,0,0
100.25,12.95,2.89,1.1,227.34,0,0,1,0,1,0,1,0,0,1,0,0
36.55,20.09,1.75,1.64,204.53,0,1,0,0,0,1,1,0,0,1,0,0
81.13,12.51,3.8,1.7,248.02,0,1,0,0,0,1,0,1,0,0,1,0
83.9,21.62,1.22,0.69,204.09,0,1,0,0,1,0,1,0,0,0,0,1
84.19,16.89,2.27,3.91,253.66,1,0,0,0,0,1,0,0,1,1,0,0
97.51,14.16,3.0,1.8,179.18,1,0,0,0,1,0,1,0,0,1,0,0
20.6,14.44,2.57,2.25,53.36,1,0,0,0,0,1,0,0,1,1,0,0
101.1,18.38,2.84,0.66,42.11,1,0,0,0,0,1,0,0,1,1,0,0
62.07,19.91,1.26,0.81,159.83,1,0,0,1,0,0,1,0,0,0,0,1
35.37,15.72,1.74,1.67,152.35,0,0,1,0,0,1,0,1,0,0,1,0
35.4,15.73,3.21,3.12,259.79,0,1,0,1,0,0,0,1,0,0,0,1
42.33,21.26,1.54,3.02,151.83,1,0,0,1,0,0,1,0,0,0,1,0
27.71,13.66,2.57,0.85,60.14,0,0,1,1,0,0,1,0,0,0,1,0
30.08,13.01,2.87,2.34,280.7,1,0,0,1,0,0,0,1,0,0,0,1
99.07,18.06,0.9,2.09,137.9,0,0,1,0,0,1,1,0,0,1,0,0
100.77,15.3,3.36,3.89,37.63,0,0,1,0,0,1,1,0,0,0,1,0
111.75,19.32,3.69,3.07,63.84,0,0,1,0,1,0,0,0,1,1,0,0
26.73,15.69,0.87,1.21,181.67,0,1,0,1,0,0,1,0,0,0,0,1
40.57,18.39,3.16,3.32,59.01,1,0,0,0,0,1,0,0,1,0,1,0
74.01,17.91,2.58,3.33,118.2,0,1,0,1,0,0,1,0,0,0,0,1
98.38,20.49,3.23,1.71,6.28,0,1,0,0,1,0,0,1,0,0,1,0
29.76,13.81,0.51,1.03,243.46,0,1,0,1,0,0,0,0,1,0,0,1
86.37,13.26,2.36,0.43,7.71,0,0,1,0,0,1,0,1,0,1,0,0
29.01,20.06,2.85,1.82,142.6,0,1,0,1,0,0,0,1,0,0,0,1
27.24,12.29,2.84,3.74,41.82,0,0,1,0,1,0,0,0,1,1,0,0
89.5,15.95,3.91,2.97,268.27,0,1,0,0,1,0,0,0,1,0,1,0
55.95,18.7,1.05,0.21,161.86,1,0,0,0,0,1,1,0,0,0,1,0
64.6,20.41,0.37,0.22,194.19,1,0,0,1,0,0,0,1,0,1,0,0
34.26,20.12,0.0,3.18,106.52,0,1,0,0,1,0,1,0,0,0,1,0
88.89,14.75,0.74,2.01,18.49,0,0,1,0,1,0,1,0,0,1,0,0
84.62,15.92,3.14,3.18,75.61,0,0,1,0,1,0,0,1,0,1,0,0
48.76,14.9,2.86,1.39,135.5,0,0,1,1,0,0,0,0,1,0,1,0
46.37,18.83,0.8,1.36,75.63,0,1,0,1,0,0,0,0,1,1,0,0
79.46,12.35,3.12,0.95,268.51,0,0,1,1,0,0,0,1,0,0,1,0
65.49,14.52,0.91,1.15,288.48,0,1,0,1,0,0,0,1,0,0,0,1
108.06,17.87,3.8,2.74,298.42,0,0,1,0,1,0,0,0,1,0,1,0
58.13,15.91,3.79,0.25,119.0,0,0,1,0,1,0,0,0,1,0,0,1
41.43,13.4,0.2,1.84,271.7,0,1,0,0,1,0,0,1,0,1,0,0
36.78,15.98,1.77,2.02,221.8,0,1,0,0,0,1,0,1,0,1,0,0
51.36,14.61,2.64,0.44,186.04,1,0,0,1,0,0,1,0,0,0,1,0
106.88,19.86,1.3,1.64,199.56,1,0,0,0,0,1,0,0,1,0,0,1
118.8,15.19,1.38,1.59,229.4,1,0,0,1,0,0,0,1,0,1,0,0
39.59,18.3,2.33,1.77,126.28,0,1,0,0,1,0,1,0,0,1,0,0
31.4,15.36,2.52,2.17,244.34,0,0,1,0,1,0,0,0,1,1,0,0
40.74,19.96,2.8,2.02,249.81,0,0,1,0,1,0,1,0,0,0,1,0
48.73,14.63,1.6,3.0,105.89,1,0,0,0,1,0,0,0,1,1,0,0
113.18,20.31,0.95,0.31,218.87,0,0,1,0,1,0,1,0,0,0,1,0
88.94,17.81,3.7,0.51,191.97,1,0,0,1,0,0,0,0,1,0,0,1
108.31,19.37,1.8,1.72,6.31,0,1,0,0,1,0,0,0,1,0,0,1
96.94,12.07,1.0,1.88,115.42,0,0,1,0,0,1,0,1,0,0,0,1
92.56,19.95,0.68,1.41,273.56,0,1,0,1,0,0,1,0,0,1,0,0
33.09,12.29,3.43,1.48,240.68,0,0,1,0,1,0,1,0,0,0,1,0
75.18,16.94,0.99,1.95,203.89,1,0,0,1,0,0,1,0,0,0,1,0
64.94,13.14,1.45,2.1,118.31,1,0,0,1,0,0,0,1,0,1,0,0
54.21,18.78,3.91,2.95,133.13,0,0,1,0,0,1,0,0,1,0,1,0
22.43,14.93,1.14,1.04,269.11,1,0,0,1,0,0,0,1,0,0,0,1
108.59,13.86,2.1,0.66,163.27,0,1,0,0,1,0,1,0,0,0,1,0
88.58,12.06,1.37,2.9,186.72,0,1,0,0,1,0,0,1,0,1,0,0
37.16,15.31,3.45,2.21,94.6,0,1,0,1,0,0,0,0,1,1,0,0
96.76,13.96,3.89,2.67,200.94,0,0,1,1,0,0,1,0,0,0,1,0
96.71,19.52,1.72,1.11,138.13,1,0,0,0,1,0,1,0,0,1,0,0
116.17,14.15,3.15,1.11,130.78,0,0,1,1,0,0,0,0,1,1,0,0
73.29,18.78,1.17,2.48,240.97,1,0,0,0,1,0,0,1,0,1,0,0
30.1,14.24,0.91,0.7,58.55,0,0,1,0,1,0,0,1,0,0,1,0
85.97,18.0,0.04,1.54,239.57,1,0,0,1,0,0,0,1,0,1,0,0
20.48,16.28,0.98,0.89,223.25,0,0,1,0,0,1,0,0,1,0,1,0
84.72,15.51,0.33,1.81,32.74,0,0,1,0,1,0,1,0,0,0,1,0
47.16,12.17,2.97,1.78,253.56,0,1,0,0,0,1,1,0,0,0,1,0
67.27,13.63,1.81,3.81,95.39,1,0,0,1,0,0,0,0,1,1,0,0
92.34,12.3,2.98,0.7,295.16,0,1,0,1,0,0,1,0,0,0,0,1
20.08,19.28,3.81,0.44,242.63,0,0,1,0,1,0,1,0,0,1,0,0
87.6,18.41,2.86,3.87,5.2,0,0,1,1,0,0,1,0,0,0,1,0
97.86,13.07,0.45,0.51,181.17,0,1,0,0,1,0,1,0,0,1,0,0
66.55,18.28,3.13,3.07,89.03,0,0,1,0,0,1,0,0,1,0,0,1
90.62,19.74,1.42,3.35,98.51,0,1,0,1,0,0,0,1,0,0,1,0
89.73,18.35,3.4,3.18,122.33,0,0,1,0,1,0,0,0,1,1,0,0
75.52,18.78,0.07,2.31,102.86,0,0,1,0,1,0,0,1,0,1,0,0
100.69,16.04,0.64,0.51,154.56,1,0,0,0,0,1,0,1,0,1,0,0
54.52,14.18,3.49,3.65,181.92,1,0,0,0,1,0,0,0,1,0,0,1
39.83,20.3,0.84,0.94,55.2,1,0,0,1,0,0,0,0,1,1,0,0
101.76,14.39,0.75,1.62,110.7,0,0,1,1,0,0,1,0,0,0,0,1
35.22,18.89,0.55,0.89,136.79,0,0,1,0,1,0,0,1,0,1,0,0
45.13,12.13,2.48,3.12,261.68,0,1,0,1,0,0,1,0,0,0,0,1
64.75,21.62,1.59,2.91,294.97,1,0,0,0,1,0,1,0,0,0,1,0
89.97,19.91,2.24,0.62,36.06,0,0,1,0,1,0,1,0,0,1,0,0
93.74,17.22,0.93,3.93,291.89,0,0,1,0,0,1,0,1,0,0,0,1
45.54,18.98,2.57,1.6,142.92,1,0,0,1,0,0,1,0,0,1,0,0
58.88,17.48,1.79,0.47,168.57,0,0,1,0,1,0,0,0,1,0,1,0
96.24,14.73,3.69,1.4,58.51,0,1,0,1,0,0,1,0,0,1,0,0
79.08,16.26,1.65,0.52,258.7,1,0,0,1,0,0,0,1,0,1,0,0
59.78,13.15,2.53,2.93,39.09,0,1,0,0,1,0,1,0,0,0,0,1
104.73,14.86,3.23,2.09,12.46,0,1,0,0,1,0,1,0,0,0,1,0
50.78,19.09,2.88,1.37,282.98,0,0,1,1,0,0,0,1,0,1,0,0
39.5,16.07,0.01,1.11,23.27,0,1,0,1,0,0,1,0,0,1,0,0
55.6,18.74,2.11,1.63,149.27,0,0,1,0,1,0,0,1,0,0,0,1
105.2,19.49,0.79,0.88,43.29,0,1,0,0,1,0,1,0,0,0,1,0
116.06,15.82,2.45,2.5,72.09,0,1,0,1,0,0,0,1,0,1,0,0
35.43,19.41,3.26,3.96,191.24,0,1,0,0,1,0,1,0,0,1,0,0
53.73,13.5,0.09,1.57,94.54,1,0,0,0,0,1,0,1,0,0,1,0
113.9,12.4,0.98,3.32,233.01,0,1,0,1,0,0,1,0,0,0,0,1
91.26,17.9,0.81,1.82,78.77,1,0,0,1,0,0,1,0,0,0,1,0
39.0,14.06,2.79,2.89,220.34,0,0,1,1,0,0,0,0,1,1,0,0
104.14,14.25,0.45,3.79,196.07,0,1,0,0,0,1,1,0,0,1,0,0
79.15,21.96,2.88,0.5,124.5,1,0,0,1,0,0,0,1,0,0,1,0
75.22,18.71,3.24,3.94,176.37,1,0,0,0,0,1,0,1,0,0,0,1
93.52,16.95,1.43,3.66,69.98,1,0,0,0,0,1,0,0,1,0,0,1
75.53,18.62,1.48,1.04,152.87,1,0,0,0,0,1,0,1,0,0,1,0
63.49,20.72,1.86,0.16,261.03,0,0,1,0,0,1,0,1,0,0,0,1
45.87,18.26,3.43,0.71,284.79,0,0,1,0,1,0,1,0,0,0,1,0
75.13,12.8,0.52,3.91,189.13,1,0,0,1,0,0,0,1,0,1,0,0
28.49,20.16,1.75,3.09,230.43,0,1,0,1,0,0,0,0,1,0,0,1
107.82,14.63,2.3,0.76,41.58,0,1,0,0,1,0,0,1,0,1,0,0
34.61,17.82,1.84,2.77,110.43,0,1,0,0,0,1,0,0,1,1,0,0
20.37,14.41,2.48,3.67,50.48,0,0,1,0,1,0,0,1,0,0,0,1
58.59,12.01,2.93,3.88,265.94,0,0,1,0,0,1,0,0,1,0,0,1
75.36,16.73,2.21,3.05,40.33,0,1,0,1,0,0,0,0,1,0,1,0
79.13,16.85,2.55,1.04,183.61,0,1,0,0,0,1,1,0,0,0,0,1
53.32,16.31,1.92,3.03,197.23,1,0,0,1,0,0,0,0,1,0,1,0
34.11,15.57,1.75,2.12,224.29,1,0,0,0,0,1,0,1,0,1,0,0
94.05,12.61,2.7,2.96,20.64,0,1,0,1,0,0,0,1,0,0,0,1
102.71,20.83,3.2,3.47,25.43,0,1,0,0,0,1,0,0,1,1,0,0
69.34,17.84,2.86,3.23,284.67,0,1,0,0,1,0,0,1,0,0,1,0
78.08,17.9,2.34,1.57,293.52,0,1,0,1,0,0,0,1,0,0,1,0
91.74,18.55,3.82,2.67,288.62,0,0,1,0,0,1,0,0,1,1,0,0
70.29,14.15,3.43,0.43,76.73,0,0,1,1,0,0,0,0,1,0,0,1
99.61,18.24,0.54,1.15,219.74,0,1,0,1,0,0,0,0,1,0,0,1
76.58,17.66,3.49,0.58,220.94,0,0,1,0,1,0,0,1,0,1,0,0
118.84,21.18,3.21,2.79,70.62,0,0,1,1,0,0,0,0,1,0,1,0
81.66,17.91,3.98,0.18,222.93,0,0,1,0,0,1,0,0,1,0,0,1
88.47,14.45,3.38,1.5,145.82,0,0,1,0,1,0,0,0,1,0,0,1
79.57,12.85,0.37,2.59,29.79,0,1,0,1,0,0,0,0,1,0,0,1
107.47,17.6,3.9,3.0,278.1,0,1,0,0,1,0,0,1,0,1,0,0
90.05,17.29,3.46,2.21,184.2,0,1,0,0,1,0,0,0,1,1,0,0
105.47,18.3,3.33,0.86,293.7,0,0,1,1,0,0,0,0,1,0,1,0
108.19,18.75,2.09,0.9,27.16,0,1,0,1,0,0,0,0,1,0,1,0
66.43,15.5,1.04,3.89,170.8,0,0,1,0,0,1,0,1,0,1,0,0
24.25,15.25,2.52,1.24,13.13,1,0,0,0,1,0,0,1,0,0,1,0
38.3,20.47,1.24,0.71,131.96,0,0,1,0,0,1,0,1,0,0,1,0
107.03,19.6,0.32,0.03,284.72,1,0,0,1,0,0,0,0,1,0,1,0
105.86,20.72,0.89,3.27,140.79,0,0,1,0,1,0,0,1,0,0,1,0
101.55,19.67,0.11,3.31,7.08,0,0,1,0,0,1,1,0,0,0,0,1
101.15,18.32,0.25,3.1,140.02,0,0,1,0,1,0,0,1,0,0,1,0
32.31,21.44,3.79,0.1,260.92,1,0,0,0,1,0,0,0,1,0,1,0
88.69,13.61,0.94,0.95,49.24,0,1,0,0,1,0,0,0,1,1,0,0
104.19,21.95,0.46,3.62,117.86,0,0,1,0,0,1,0,1,0,1,0,0
83.81,19.24,2.79,1.52,256.29,1,0,0,1,0,0,0,0,1,0,0,1
51.6,13.34,0.27,0.11,28.32,0,0,1,1,0,0,0,1,0,0,1,0
86.76,18.92,3.08,1.03,235.32,0,0,1,0,1,0,0,0,1,1,0,0
93.28,16.54,2.52,2.2,56.71,1,0,0,1,0,0,1,0,0,0,0,1
28.95,12.36,2.92,2.39,225.57,0,0,1,1,0,0,0,0,1,0,1,0
92.38,18.09,3.25,0.4,156.23,1,0,0,0,1,0,0,0,1,0,0,1
42.63,20.59,3.72,2.86,164.54,1,0,0,0,0,1,0,1,0,1,0,0
26.49,20.43,1.88,0.49,258.53,0,0,1,1,0,0,0,0,1,0,0,1
87.72,17.13,1.04,3.96,14.17,0,0,1,0,0,1,1,0,0,0,0,1
23.64,21.0,0.75,2.28,10.05,1,0,0,0,0,1,1,0,0,1,0,0
84.63,12.91,3.68,1.39,253.58,0,0,1,0,0,1,1,0,0,0,1,0
63.68,20.9,0.6,1.41,23.9,0,1,0,0,1,0,1,0,0,1,0,0
76.85,18.61,1.01,1.02,29.12,1,0,0,0,1,0,0,1,0,0,0,1
57.12,16.81,3.74,2.85,157.19,0,1,0,0,0,1,0,1,0,0,1,0
22.37,18.05,1.98,3.18,131.84,1,0,0,1,0,0,1,0,0,1,0,0
76.58,20.98,1.89,3.98,199.82,0,0,1,1,0,0,0,1,0,1,0,0
51.41,18.2,0.95,0.58,113.18,0,0,1,0,0,1,1,0,0,0,1,0
85.01,15.5,3.12,2.61,227.5,0,1,0,0,1,0,0,1,0,0,0,1
59.19,15.16,1.34,3.52,243.26,1,0,0,0,1,0,1,0,0,1,0,0
73.4,16.51,1.73,3.29,228.1,0,1,0,0,1,0,0,1,0,0,0,1
67.53,16.2,0.1,3.49,11.65,0,0,1,0,0,1,0,0,1,1,0,0
29.32,12.48,1.23,3.92,226.75,0,0,1,1,0,0,0,1,0,1,0,0
23.44,17.06,2.96,3.55,245.09,0,1,0,0,0,1,1,0,0,0,0,1
42.44,19.51,3.26,3.56,274.47,0,0,1,0,0,1,0,0,1,0,0,1
49.62,13.29,0.72,2.44,215.88,0,0,1,0,1,0,0,1,0,0,1,0
100.59,21.95,0.42,2.6,186.8,0,0,1,0,1,0,0,0,1,0,0,1
45.92,16.75,0.99,2.55,230.92,1,0,0,0,0,1,1,0,0,0,1,0
35.42,12.82,2.85,2.54,223.2,0,0,1,0,0,1,0,1,0,0,1,0
54.72,15.1,2.16,3.22,135.35,0,0,1,0,0,1,0,0,1,0,1,0
96.76,19.14,2.6,0.52,180.23,0,0,1,0,0,1,0,0,1,1,0,0
51.31,21.85,0.52,1.56,89.33,0,0,1,1,0,0,0,0,1,0,1,0
109.83,12.42,2.06,1.71,219.61,1,0,0,0,0,1,0,0,1,1,0,0
46.63,17.51,1.81,3.29,278.42,0,1,0,0,1,0,1,0,0,1,0,0
25.35,13.59,0.86,0.76,129.83,0,0,1,0,1,0,0,0,1,1,0,0
46.39,13.66,2.63,1.29,51.92,0,0,1,0,1,0,0,1,0,0,0,1
92.4,20.06,2.11,1.11,241.4,1,0,0,0,1,0,0,0,1,1,0,0
106.51,21.6,0.97,3.4,150.89,1,0,0,0,0,1,0,0,1,0,1,0
66.77,14.58,0.13,0.46,199.21,0,1,0,0,0,1,0,1,0,1,0,0
29.06,14.25,2.23,2.52,40.63,1,0,0,1,0,0,0,0,1,1,0,0
102.85,15.55,1.03,1.26,214.12,0,0,1,1,0,0,0,1,0,0,1,0
65.41,18.6,3.82,2.38,6.71,0,1,0,1,0,0,1,0,0,1,0,0
104.05,19.4,0.32,3.45,21.66,0,0,1,0,0,1,0,1,0,0,1,0
59.25,19.3,2.2,0.73,134.66,0,1,0,1,0,0,0,0,1,0,1,0
110.96,21.62,1.96,3.34,203.43,0,0,1,0,0,1,1,0,0,1,0,0
45.45,17.22,0.49,2.42,163.11,1,0,0,1,0,0,0,1,0,0,1,0
62.65,12.55,0.09,0.34,170.66,1,0,0,0,1,0,0,0,1,0,1,0
38.83,20.95,0.0,3.17,153.83,0,1,0,0,0,1,0,1,0,0,1,0
37.74,19.17,3.92,1.06,86.86,1,0,0,0,1,0,1,0,0,0,1,0
112.81,13.78,3.66,1.99,193.29,0,0,1,0,1,0,0,0,1,0,0,1
32.22,14.67,2.9,1.85,224.38,0,0,1,0,1,0,0,1,0,1,0,0
115.62,19.23,3.67,2.45,153.94,0,0,1,0,0,1,0,1,0,1,0,0
57.35,13.28,2.46,3.31,258.64,1,0,0,0,1,0,0,1,0,0,1,0
24.97,14.9,3.92,2.79,279.33,0,1,0,1,0,0,1,0,0,0,0,1
54.96,21.91,0.9,0.34,174.8,1,0,0,0,1,0,0,1,0,0,1,0
20.76,16.74,1.5,2.13,206.91,0,0,1,0,1,0,0,1,0,0,1,0
117.84,12.54,3.3,3.04,91.48,0,1,0,0,1,0,0,0,1,0,1,0
67.88,20.88,0.52,2.89,35.7,0,0,1,1,0,0,0,1,0,0,0,1
37.99,17.99,2.22,3.2,41.3,0,1,0,1,0,0,0,1,0,0,0,1
87.12,16.12,3.43,3.34,166.53,0,1,0,1,0,0,1,0,0,0,1,0
20.31,12.49,1.85,0.25,267.24,0,1,0,1,0,0,0,0,1,0,0,1
51.27,20.02,2.95,0.38,228.67,0,1,0,0,1,0,0,1,0,0,0,1
100.6,15.5,0.85,2.56,208.56,0,0,1,0,1,0,0,0,1,1,0,0
69.98,20.37,1.82,2.41,48.03,1,0,0,1,0,0,0,1,0,0,0,1
101.46,12.29,0.89,3.43,47.0,0,1,0,0,0,1,0,1,0,0,1,0
73.05,19.53,3.99,3.29,294.43,0,1,0,0,1,0,1,0,0,1,0,0
